Title;Year;Directors;Rating10;WatchedDate
Teeth;2008;Mitchell Lichtenstein;#NOMBRE!;01/01/1970
Fanfan;1993;Alexandre Jardin;#NOMBRE!;01/01/1970
Nothing;2003;Vincenzo Natali;#NOMBRE!;01/01/1970
The Black Dahlia;2006;Brian De Palma;#NOMBRE!;01/01/1970
Dodgeball : A True Underdog Story;2004;Rawson Marshall Thurber;#NOMBRE!;01/01/1970
The Eagle;2011;Kevin Macdonald;#NOMBRE!;01/01/1970
The Disappearance of Alice Creed;2009;J Blakeson;#NOMBRE!;01/01/1970
One Hour Photo;2002;Mark Romanek;#NOMBRE!;01/01/1970
Gone Baby Gone;2007;Ben Affleck;#NOMBRE!;01/01/1970
You Don't Mess with the Zohan;2008;Dennis Dugan;#NOMBRE!;01/01/1970
Joy Ride;2001;John Dahl;#NOMBRE!;01/01/1970
Anonymous;2011;Roland Emmerich;#NOMBRE!;01/01/1970
Adventureland;2009;Greg Mottola;#NOMBRE!;01/01/1970
The Box;2009;Richard Kelly;#NOMBRE!;01/01/1970
The Mummy Returns;2001;Stephen Sommers;#NOMBRE!;01/01/1970
Michel Vaillant;2003;Louis-Pascal Couvelaire;#NOMBRE!;01/01/1970
Lucky Luke;1991;Terence Hill;#NOMBRE!;01/01/1970
Barbecue;2014;Éric Lavaine;#NOMBRE!;01/01/1970
Hollywoo;2011;Frédéric Berthe Pascal Serieis;#NOMBRE!;01/01/1970
Eyjafjallajökull;2013;Alexandre Coffre;#NOMBRE!;01/01/1970
Sur la piste du Marsupilami;2012;Alain Chabat;#NOMBRE!;01/01/1970
Cloclo;2012;Florent-Emilio Siri;#NOMBRE!;01/01/1970
La Vérité si je mens ! 3;2012;Thomas Gilou;#NOMBRE!;01/01/1970
Largo Winch II;2011;Jérôme Salle;#NOMBRE!;01/01/1970
Bienvenue chez les Ch'tis;2008;Dany Boon;#NOMBRE!;01/01/1970
Les Bronzés 3 - Amis pour la vie;2006;Patrice Leconte;#NOMBRE!;01/01/1970
Les Gamins;2013;Anthony Marciano;#NOMBRE!;01/01/1970
Ali G Indahouse;2002;Mark Mylod;#NOMBRE!;01/01/1970
Brüno;2009;Larry Charles;#NOMBRE!;01/01/1970
The Dictator;2012;Larry Charles;#NOMBRE!;01/01/1970
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;2006;Larry Charles;#NOMBRE!;01/01/1970
Eagle Eye;2008;D.J. Caruso;#NOMBRE!;01/01/1970
Wall Street: Money Never Sleeps;2010;Oliver Stone;#NOMBRE!;01/01/1970
Lawless;2012;John Hillcoat;#NOMBRE!;01/01/1970
La Soif de l'or;1993;Gérard Oury;#NOMBRE!;01/01/1970
Black Snake Moan;2006;Craig Brewer;#NOMBRE!;01/01/1970
Die Another Day;2002;Lee Tamahori;#NOMBRE!;01/01/1970
Tomorrow Never Dies;1997;Roger Spottiswoode;#NOMBRE!;01/01/1970
Police Academy;1984;Hugh Wilson;#NOMBRE!;01/01/1970
Shame;2011;Steve McQueen;#NOMBRE!;01/01/1970
Miami Vice;2006;Michael Mann;#NOMBRE!;01/01/1970
Wild Things;1998;John McNaughton;#NOMBRE!;01/01/1970
Fatal;2010;Michaël Youn;#NOMBRE!;01/01/1970
No Strings Attached;2011;Ivan Reitman;#NOMBRE!;01/01/1970
8 Mile;2002;Curtis Hanson;#NOMBRE!;01/01/1970
Crank;2006;Mark Neveldine Brian Taylor;#NOMBRE!;01/01/1970
Jackie Brown;1997;Quentin Tarantino;#NOMBRE!;01/01/1970
Podium;2004;Yann Moix;#NOMBRE!;01/01/1970
The World Is Not Enough;1999;Michael Apted;#NOMBRE!;01/01/1970
Thank You for Smoking;2006;Jason Reitman;#NOMBRE!;01/01/1970
Essaye-moi;2006;Pierre-François Martin-Laval;#NOMBRE!;01/01/1970
L'Autre Monde;2010;Gilles Marchand;#NOMBRE!;01/01/1970
Paulette;2012;Jérôme Enrico;#NOMBRE!;01/01/1970
Les Tuche;2011;Olivier Baroux;#NOMBRE!;01/01/1970
Samouraïs;2002;Giordano Gederlini;#NOMBRE!;01/01/1970
Coco;2009;Gad Elmaleh;#NOMBRE!;01/01/1970
L'Américain;2004;Patrick Timsit;#NOMBRE!;01/01/1970
Supercondriaque;2014;Dany Boon;#NOMBRE!;01/01/1970
Cinéman;2009;Yann Moix;#NOMBRE!;01/01/1970
Disco;2008;Fabien Onteniente;#NOMBRE!;01/01/1970
Vive la France;2013;Michaël Youn;#NOMBRE!;01/01/1970
People : Jet Set 2;2004;Fabien Onteniente;#NOMBRE!;01/01/1970
Abre los ojos;1997;Alejandro Amenábar;#NOMBRE!;01/01/1970
Inside Man;2006;Spike Lee;#NOMBRE!;01/01/1970
Gin? Piggu : Akuma no Jikken;1985;Satoru Ogura;#NOMBRE!;01/01/1970
Yi bo la beng duk;1996;Herman Yau;#NOMBRE!;01/01/1970
Carriers;2009;David Pastor Alex Pastor;#NOMBRE!;01/01/1970
Perfect Sense;2011;David Mackenzie;#NOMBRE!;01/01/1970
Honogurai mizu no soko kara;2002;Hideo Nakata;#NOMBRE!;01/01/1970
Dogville;2003;Lars von Trier;#NOMBRE!;01/01/1970
Falling Down;1993;Joel Schumacher;#NOMBRE!;01/01/1970
Liar Liar;1997;Tom Shadyac;#NOMBRE!;01/01/1970
Au nom de tous les miens;1983;Robert Enrico;#NOMBRE!;01/01/1970
Amen.;2002;Costa-Gavras;#NOMBRE!;01/01/1970
I Am Sam;2001;Jessie Nelson;#NOMBRE!;01/01/1970
Marley & Me;2008;David Frankel;#NOMBRE!;01/01/1970
West Side Story;1961;Robert Wise Jerome Robbins;#NOMBRE!;01/01/1970
Ghost;1990;Jerry Zucker;#NOMBRE!;01/01/1970
Buffalo'66;1998;Vincent Gallo;#NOMBRE!;01/01/1970
Love Story;1970;Arthur Hiller;#NOMBRE!;01/01/1970
Me Myself & Irene;2000;Peter Farrelly Bobby Farrelly;#NOMBRE!;01/01/1970
The Number 23;2007;Joel Schumacher;#NOMBRE!;01/01/1970
Date Night;2010;Shawn Levy;#NOMBRE!;01/01/1970
A Million Ways to Die in the West;2014;Seth MacFarlane;#NOMBRE!;01/01/1970
The Prodigies;2011;Antoine Charreyron;#NOMBRE!;01/01/1970
Chronicle;2012;Josh Trank;#NOMBRE!;01/01/1970
Wedding Crashers;2005;David Dobkin;#NOMBRE!;01/01/1970
Yes Man;2008;Peyton Reed;#NOMBRE!;01/01/1970
The Hangover;2009;Todd Phillips;#NOMBRE!;01/01/1970
The A-Team;2010;Joe Carnahan;#NOMBRE!;01/01/1970
The Hangover Part II;2011;Todd Phillips;#NOMBRE!;01/01/1970
The Hangover Part III;2013;Todd Phillips;#NOMBRE!;01/01/1970
Neuilly sa mère !;2009;Gabriel Julien-Laferrière;#NOMBRE!;01/01/1970
Immortel (ad vitam);2004;Enki Bilal;#NOMBRE!;01/01/1970
The Yards;2000;James Gray;#NOMBRE!;01/01/1970
Se souvenir des belles choses;2002;Zabou Breitman;#NOMBRE!;01/01/1970
City of Angels;1998;Brad Silberling;#NOMBRE!;01/01/1970
Night at the Museum;2006;Shawn Levy;#NOMBRE!;01/01/1970
LOL (Laughing Out Loud) ®;2009;Lisa Azuelos;#NOMBRE!;01/01/1970
The King's Speech;2010;Tom Hooper;#NOMBRE!;01/01/1970
The Karate Kid;2010;Harald Zwart;#NOMBRE!;01/01/1970
The Conjuring;2013;James Wan;#NOMBRE!;01/01/1970
Don Jon;2013;Joseph Gordon-Levitt;#NOMBRE!;01/01/1970
Phone Booth;2003;Joel Schumacher;#NOMBRE!;01/01/1970
The Twilight Saga: New Moon;2009;Chris Weitz;#NOMBRE!;01/01/1970
The Twilight Saga: Eclipse;2010;David Slade;#NOMBRE!;01/01/1970
Taken;2008;Pierre Morel;#NOMBRE!;01/01/1970
Locke;2013;Steven Knight;#NOMBRE!;01/01/1970
Gurotesuku;2009;Kôji Shiraishi;#NOMBRE!;01/01/1970
La Vie de Jésus;1997;Bruno Dumont;#NOMBRE!;01/01/1970
Nid de guêpes;2002;Florent-Emilio Siri;#NOMBRE!;01/01/1970
Swimming Pool;2003;François Ozon;#NOMBRE!;01/01/1970
The Hunger Games: Catching Fire;2013;Francis Lawrence;#NOMBRE!;01/01/1970
Fortress;1993;Stuart Gordon;#NOMBRE!;01/01/1970
Land of the Dead;2005;George A. Romero;#NOMBRE!;01/01/1970
Gamer;2009;Mark Neveldine Brian Taylor;#NOMBRE!;01/01/1970
Repo Men;2010;Miguel Sapochnik;#NOMBRE!;01/01/1970
Never Let Me Go;2010;Mark Romanek;#NOMBRE!;01/01/1970
Pleasantville;1998;Gary Ross;#NOMBRE!;01/01/1970
Doomsday;2008;Neil Marshall;#NOMBRE!;01/01/1970
The 6th Day;2000;Roger Spottiswoode;#NOMBRE!;01/01/1970
Total Recall;2012;Len Wiseman;#NOMBRE!;01/01/1970
Boy A;2007;John Crowley;#NOMBRE!;01/01/1970
Polisse;2011;Maïwenn;#NOMBRE!;01/01/1970
Romance;1999;Catherine Breillat;#NOMBRE!;01/01/1970
Les Garçons et Guillaume à table !;2013;Guillaume Gallienne;#NOMBRE!;01/01/1970
Tamara Drewe;2010;Stephen Frears;#NOMBRE!;01/01/1970
Tout ce qui brille;2010;Hervé Mimran Géraldine Nakache;#NOMBRE!;01/01/1970
Kaboom;2010;Gregg Araki;#NOMBRE!;01/01/1970
The Life Aquatic With Steve Zissou;2004;Wes Anderson;#NOMBRE!;01/01/1970
L'Esquive;2004;Abdellatif Kechiche;#NOMBRE!;01/01/1970
Little Miss Sunshine;2006;Jonathan Dayton Valerie Faris;#NOMBRE!;01/01/1970
Le Petit Criminel;1990;Jacques Doillon;#NOMBRE!;01/01/1970
On connaît la chanson;1997;Alain Resnais;#NOMBRE!;01/01/1970
Holy Motors;2012;Leos Carax;#NOMBRE!;01/01/1970
L'amour dure trois ans;2012;Frédéric Beigbeder;#NOMBRE!;01/01/1970
Point Break;1991;Kathryn Bigelow;#NOMBRE!;01/01/1970
The Animatrix;2003;Peter Chung Andrew R. Jones Yoshiaki Kawajiri Takeshi Koike Mahiro Maeda Koji Morimoto Shinichirô Watanabe;#NOMBRE!;01/01/1970
The Day the Earth Stood Still;2008;Scott Derrickson;#NOMBRE!;01/01/1970
Coco avant Chanel;2009;Anne Fontaine;#NOMBRE!;01/01/1970
The Island;2005;Michael Bay;#NOMBRE!;01/01/1970
Transformers: Dark of the Moon;2011;Michael Bay;#NOMBRE!;01/01/1970
Pain & Gain;2013;Michael Bay;#NOMBRE!;01/01/1970
Transformers: Age of Extinction;2014;Michael Bay;#NOMBRE!;01/01/1970
Chacun cherche son chat;1996;Cédric Klapisch;#NOMBRE!;01/01/1970
Peut-être;1999;Cédric Klapisch;#NOMBRE!;01/01/1970
L'Auberge espagnole;2002;Cédric Klapisch;#NOMBRE!;01/01/1970
Ni pour ni contre (bien au contraire);2003;Cédric Klapisch;#NOMBRE!;01/01/1970
Casse-tête chinois;2013;Cédric Klapisch;#NOMBRE!;01/01/1970
Tellement proches;2009;Olivier Nakache Eric Toledano;#NOMBRE!;01/01/1970
Milk;2009;Gus Van Sant;#NOMBRE!;01/01/1970
Blow;2001;Ted Demme;#NOMBRE!;01/01/1970
The Royal Tenenbaums;2001;Wes Anderson;#NOMBRE!;01/01/1970
American History X;1998;Tony Kaye;#NOMBRE!;01/01/1970
Clueless;1995;Amy Heckerling;#NOMBRE!;01/01/1970
Valentine's Day;2010;Garry Marshall;#NOMBRE!;01/01/1970
The Ugly Truth;2009;Robert Luketic;#NOMBRE!;01/01/1970
Seeking a Friend for the End of the World;2012;Lorene Scafaria;#NOMBRE!;01/01/1970
Young Adult;2011;Jason Reitman;#NOMBRE!;01/01/1970
La Fille sur le pont;1999;Patrice Leconte;#NOMBRE!;01/01/1970
Cruel Intentions;1999;Roger Kumble;#NOMBRE!;01/01/1970
Sex and the City;2008;Michael Patrick King;#NOMBRE!;01/01/1970
La Boum 2;1982;Claude Pinoteau;#NOMBRE!;01/01/1970
La Boum;1980;Claude Pinoteau;#NOMBRE!;01/01/1970
Freaky Friday;2003;Mark Waters;#NOMBRE!;01/01/1970
Mamma Mia! The Movie;2008;Phyllida Lloyd;#NOMBRE!;01/01/1970
Les Poupées russes;2005;Cédric Klapisch;#NOMBRE!;01/01/1970
Punch-Drunk Love;2002;Paul Thomas Anderson;#NOMBRE!;01/01/1970
Moulin Rouge!;2001;Baz Luhrmann;#NOMBRE!;01/01/1970
Pénélope;2008;Mark Palansky;#NOMBRE!;01/01/1970
Closer;2004;Mike Nichols;#NOMBRE!;01/01/1970
There's Something About Mary;1998;Bobby Farrelly Peter Farrelly;#NOMBRE!;01/01/1970
Friends with Benefits;2011;Will Gluck;#NOMBRE!;01/01/1970
20 ans d'écart;2013;David Moreau;#NOMBRE!;01/01/1970
Garden State;2004;Zach Braff;#NOMBRE!;01/01/1970
50 First Dates;2004;Peter Segal;#NOMBRE!;01/01/1970
Silver Linings Playbook;2012;David O. Russell;#NOMBRE!;01/01/1970
(500) Days of Summer;2009;Marc Webb;#NOMBRE!;01/01/1970
When Harry Met Sally;1989;Rob Reiner;#NOMBRE!;01/01/1970
True Crime;1999;Clint Eastwood;#NOMBRE!;01/01/1970
Space Cowboys;2000;Clint Eastwood;#NOMBRE!;01/01/1970
Blood Work;2002;Clint Eastwood;#NOMBRE!;01/01/1970
Mystic River;2003;Clint Eastwood;#NOMBRE!;01/01/1970
Changeling;2008;Clint Eastwood;#NOMBRE!;01/01/1970
Spring Breakers;2013;Harmony Korine;#NOMBRE!;01/01/1970
Apt Pupil;1998;Bryan Singer;#NOMBRE!;01/01/1970
Superman Returns;2006;Bryan Singer;#NOMBRE!;01/01/1970
S1m0ne;2002;Andrew Niccol;#NOMBRE!;01/01/1970
Lord of War;2005;Andrew Niccol;#NOMBRE!;01/01/1970
In Time;2011;Andrew Niccol;#NOMBRE!;01/01/1970
Wallace and Gromit: A Grand Day Out;1989;Nick Park;#NOMBRE!;01/01/1970
Wallace and Gromit: A Close Shave;1995;Nick Park;#NOMBRE!;01/01/1970
Wallace and Gromit: The Curse of the Were-Rabbit;2005;Nick Park Steve Box;#NOMBRE!;01/01/1970
The Englishman Who Went Up a Hill But Came Down a Mountain;1995;Christopher Monger;#NOMBRE!;01/01/1970
Notting Hill;1999;Roger Michell;#NOMBRE!;01/01/1970
Bridget Jones's Diary;2001;Sharon Maguire;#NOMBRE!;01/01/1970
Music and Lyrics;2007;Marc Lawrence;#NOMBRE!;01/01/1970
The Pirates ! Band of Misfits;2012;Peter Lord Jeff Newitt;#NOMBRE!;01/01/1970
Four Weddings and a Funeral;1994;Mike Newell;#NOMBRE!;01/01/1970
16 ans ou presque;2013;Tristan Séguéla;#NOMBRE!;01/01/1970
Papa ou Maman;2015;Martin Bourboulon;6;14/06/2015
Ma femme est une actrice;2001;Yvan Attal;#NOMBRE!;01/01/1970
Ne le dis à personne;2006;Guillaume Canet;#NOMBRE!;01/01/1970
Sans arme ni haine ni violence;2008;Jean-Paul Rouve;#NOMBRE!;01/01/1970
Ma part du gâteau;2011;Cédric Klapisch;#NOMBRE!;01/01/1970
JC comme Jésus Christ;2012;Jonathan Zaccaï;#NOMBRE!;01/01/1970
Narco;2004;Tristan Aurouet Gilles Lellouche;#NOMBRE!;01/01/1970
Ah ! Si j'étais riche;2002;Gérard Bitton Michel Munz;#NOMBRE!;01/01/1970
Mariages !;2004;Valérie Guignabodet;#NOMBRE!;01/01/1970
Brice de Nice;2005;James Huth;#NOMBRE!;01/01/1970
Contre-Enquête;2007;Franck Mancuso;#NOMBRE!;01/01/1970
Hellphone;2007;James Huth;#NOMBRE!;01/01/1970
9 Mois ferme;2013;Albert Dupontel;#NOMBRE!;01/01/1970
99 Francs;2007;Jan Kounen;#NOMBRE!;01/01/1970
The Girl Next Door;2004;Luke Greenfield;#NOMBRE!;01/01/1970
Taxi;1998;Gérard Pirès;#NOMBRE!;01/01/1970
Taxi 2;2000;Gérard Krawczyk;#NOMBRE!;01/01/1970
Les Jolies Choses;2001;Gilles Paquet-Brenner;#NOMBRE!;01/01/1970
Taxi 3;2003;Gérard Krawczyk;#NOMBRE!;01/01/1970
Jeux d'enfants;2003;Yann Samuell;#NOMBRE!;01/01/1970
La Môme;2007;Olivier Dahan;#NOMBRE!;01/01/1970
Public Enemies;2009;Michael Mann;#NOMBRE!;01/01/1970
Les Petits Mouchoirs;2010;Guillaume Canet;#NOMBRE!;01/01/1970
The Immigrant;2014;James Gray;#NOMBRE!;01/01/1970
De rouille et d'os;2012;Jacques Audiard;#NOMBRE!;01/01/1970
Assassin(s);1997;Mathieu Kassovitz;#NOMBRE!;01/01/1970
Babylon A.D.;2008;Mathieu Kassovitz;#NOMBRE!;01/01/1970
Gothika;2003;Mathieu Kassovitz;#NOMBRE!;01/01/1970
Ringu;1998;Hideo Nakata;#NOMBRE!;01/01/1970
A History of Violence;2005;David Cronenberg;#NOMBRE!;01/01/1970
Le Bruit des glaçons;2010;Bertrand Blier;#NOMBRE!;01/01/1970
La Guerre des boutons;1962;Yves Robert;#NOMBRE!;01/01/1970
Le Fabuleux Destin d'Amélie Poulain;2001;Jean-Pierre Jeunet;#NOMBRE!;01/01/1970
Un long dimanche de fiançailles;2004;Jean-Pierre Jeunet;#NOMBRE!;01/01/1970
The Artist;2011;Michel Hazanavicius;#NOMBRE!;01/01/1970
Whip It;2010;Drew Barrymore;#NOMBRE!;01/01/1970
La vie est un long fleuve tranquille;1988;Étienne Chatiliez;#NOMBRE!;01/01/1970
Gangster Squad;2013;Ruben Fleischer;#NOMBRE!;01/01/1970
Flickan som lekte med elden;2009;Daniel Alfredson;#NOMBRE!;01/01/1970
Les Choristes;2004;Christophe Barratier;#NOMBRE!;01/01/1970
Detachment;2011;Tony Kaye;#NOMBRE!;01/01/1970
P.R.O.F.S.;1985;Patrick Schulmann;#NOMBRE!;01/01/1970
Le Maître d'école;1981;Claude Berri;#NOMBRE!;01/01/1970
Die Welle;2008;Dennis Gansel;#NOMBRE!;01/01/1970
Cyprien;2009;David Charhon;#NOMBRE!;01/01/1970
La Cage dorée;2013;Ruben Alvès;#NOMBRE!;01/01/1970
Midnight Express;1978;Alan Parker;#NOMBRE!;01/01/1970
Red State;2011;Kevin Smith;#NOMBRE!;01/01/1970
The Sum of All Fears;2002;Phil Alden Robinson;#NOMBRE!;01/01/1970
Changing Lanes;2002;Roger Michell;#NOMBRE!;01/01/1970
Fahrenheit 911;2004;Michael Moore;#NOMBRE!;01/01/1970
Hollywoodland;2006;Allen Coulter;#NOMBRE!;01/01/1970
The Town;2010;Ben Affleck;#NOMBRE!;01/01/1970
Argo;2012;Ben Affleck;#NOMBRE!;01/01/1970
Good Will Hunting;1997;Gus Van Sant;#NOMBRE!;01/01/1970
Rounders;1998;John Dahl;#NOMBRE!;01/01/1970
Dogma;1999;Kevin Smith;#NOMBRE!;01/01/1970
The Legend of Bagger Vance;2000;Robert Redford;#NOMBRE!;01/01/1970
Finding Forrester;2000;Gus Van Sant;#NOMBRE!;01/01/1970
The Bourne Identity;2002;Doug Liman;#NOMBRE!;01/01/1970
Spirit: Stallion of the Cimarron;2002;Kelly Asbury Lorna Cook;#NOMBRE!;01/01/1970
Jay and Silent Bob Strike Back;2001;Kevin Smith;#NOMBRE!;01/01/1970
The Bourne Supremacy;2004;Paul Greengrass;#NOMBRE!;01/01/1970
The Bourne Ultimatum;2007;Paul Greengrass;#NOMBRE!;01/01/1970
Hereafter;2010;Clint Eastwood;#NOMBRE!;01/01/1970
The Adjustment Bureau;2011;George Nolfi;#NOMBRE!;01/01/1970
We Bought a Zoo;2011;Cameron Crowe;#NOMBRE!;01/01/1970
The Monuments Men;2014;George Clooney;#NOMBRE!;01/01/1970
The Devil's Own;1997;Alan J. Pakula;#NOMBRE!;01/01/1970
Meet Joe Black;1998;Martin Brest;#NOMBRE!;01/01/1970
Spy Game;2001;Tony Scott;#NOMBRE!;01/01/1970
Troy;2004;Wolfgang Petersen;#NOMBRE!;01/01/1970
Mr. & Mrs. Smith;2005;Doug Liman;#NOMBRE!;01/01/1970
Moneyball;2011;Bennett Miller;#NOMBRE!;01/01/1970
Traffic;2000;Steven Soderbergh;#NOMBRE!;01/01/1970
Ocean's Twelve;2004;Steven Soderbergh;#NOMBRE!;01/01/1970
Ocean's Thirteen;2007;Steven Soderbergh;#NOMBRE!;01/01/1970
The Informant!;2009;Steven Soderbergh;#NOMBRE!;01/01/1970
Side Effects;2013;Steven Soderbergh;#NOMBRE!;01/01/1970
Erin Brockovich;2000;Steven Soderbergh;#NOMBRE!;01/01/1970
The Life of David Gale;2003;Alan Parker;#NOMBRE!;01/01/1970
In the Name of the Father;1993;Jim Sheridan;#NOMBRE!;01/01/1970
Superman;1978;Richard Donner;#NOMBRE!;01/01/1970
Lethal Weapon 2;1989;Richard Donner;#NOMBRE!;01/01/1970
Les Rivières pourpres;2000;Mathieu Kassovitz;#NOMBRE!;01/01/1970
The Other Guys;2010;Adam McKay;#NOMBRE!;01/01/1970
Rush Hour;1998;Brett Ratner;#NOMBRE!;01/01/1970
21 Jump Street;2012;Phil Lord Christopher Miller;#NOMBRE!;01/01/1970
Mais qui a tué Pamela Rose ?;2003;Éric Lartigau;#NOMBRE!;01/01/1970
Prête-moi ta main;2006;Éric Lartigau;#NOMBRE!;01/01/1970
Didier;1997;Alain Chabat;#NOMBRE!;01/01/1970
Blue Valentine;2010;Derek Cianfrance;#NOMBRE!;01/01/1970
You Me and Dupree;2006;Anthony Russo Joe Russo;#NOMBRE!;01/01/1970
The 40 Year Old Virgin;2005;Judd Apatow;#NOMBRE!;01/01/1970
Knocked Up;2007;Judd Apatow;#NOMBRE!;01/01/1970
Zack and Miri Make a Porno;2008;Kevin Smith;#NOMBRE!;01/01/1970
Funny People;2009;Judd Apatow;#NOMBRE!;01/01/1970
The Green Hornet;2011;Michel Gondry;#NOMBRE!;01/01/1970
5050;2011;Jonathan Levine;#NOMBRE!;01/01/1970
This Is the End;2013;Seth Rogen Evan Goldberg;#NOMBRE!;01/01/1970
Neighbors;2014;Nicholas Stoller;#NOMBRE!;01/01/1970
The Interview;2014;Seth Rogen Evan Goldberg;#NOMBRE!;01/01/1970
The Cable Guy;1996;Ben Stiller;#NOMBRE!;01/01/1970
High Fidelity;2000;Stephen Frears;#NOMBRE!;01/01/1970
School of Rock;2003;Richard Linklater;#NOMBRE!;01/01/1970
Be Kind Rewind;2008;Michel Gondry;#NOMBRE!;01/01/1970
Year One;2009;Harold Ramis;#NOMBRE!;01/01/1970
Tootsie;1982;Sydney Pollack;#NOMBRE!;01/01/1970
Dick Tracy;1990;Warren Beatty;#NOMBRE!;01/01/1970
Hero;1992;Stephen Frears;#NOMBRE!;01/01/1970
Little Fockers;2010;Paul Weitz;#NOMBRE!;01/01/1970
Young Sherlock Holmes;1985;Barry Levinson;#NOMBRE!;01/01/1970
Sphere;1998;Barry Levinson;#NOMBRE!;01/01/1970
Wag the Dog;1997;Barry Levinson;#NOMBRE!;01/01/1970
Small Soldiers;1998;Joe Dante;#NOMBRE!;01/01/1970
Bring It On;2000;Peyton Reed;#NOMBRE!;01/01/1970
CrazyBeautiful;2001;John Stockwell;#NOMBRE!;01/01/1970
Elizabethtown;2005;Cameron Crowe;#NOMBRE!;01/01/1970
Upside Down;2012;Juan Solanas;#NOMBRE!;01/01/1970
The Two Faces of January;2014;Hossein Amini;#NOMBRE!;01/01/1970
Wimbledon;2004;Richard Loncraine;#NOMBRE!;01/01/1970
The Untouchables;1987;Brian De Palma;#NOMBRE!;01/01/1970
Cecil B. DeMented;2000;John Waters;#NOMBRE!;01/01/1970
40 Days and 40 Nights;2002;Michael Lehmann;#NOMBRE!;01/01/1970
Adaptation.;2002;Spike Jonze;#NOMBRE!;01/01/1970
Confessions of a Dangerous Mind;2002;George Clooney;#NOMBRE!;01/01/1970
Mona Lisa Smile;2003;Mike Newell;#NOMBRE!;01/01/1970
World Trade Center;2006;Oliver Stone;#NOMBRE!;01/01/1970
White House Down;2013;Roland Emmerich;#NOMBRE!;01/01/1970
Brokeback Mountain;2005;Ang Lee;#NOMBRE!;01/01/1970
Brothers;2009;Jim Sheridan;#NOMBRE!;01/01/1970
Prince of Persia: The Sands of Time;2010;Mike Newell;#NOMBRE!;01/01/1970
Love and Other Drugs;2010;Edward Zwick;#NOMBRE!;01/01/1970
The Color of Money;1986;Martin Scorsese;#NOMBRE!;01/01/1970
Cocktail;1988;Roger Donaldson;#NOMBRE!;01/01/1970
Rain Man;1988;Barry Levinson;#NOMBRE!;01/01/1970
Days of Thunder;1990;Tony Scott;#NOMBRE!;01/01/1970
The Firm;1993;Sydney Pollack;#NOMBRE!;01/01/1970
Interview with the Vampire: The Vampire Chronicles;1994;Neil Jordan;#NOMBRE!;01/01/1970
The Last Samurai;2003;Edward Zwick;#NOMBRE!;01/01/1970
Valkyrie;2008;Bryan Singer;#NOMBRE!;01/01/1970
Mission: Impossible - Ghost Protocol;2011;Brad Bird;#NOMBRE!;01/01/1970
Jack Reacher;2012;Christopher McQuarrie;#NOMBRE!;01/01/1970
Cocoon;1985;Ron Howard;#NOMBRE!;01/01/1970
Backdraft;1991;Ron Howard;#NOMBRE!;01/01/1970
Rush;2013;Ron Howard;#NOMBRE!;01/01/1970
State of Play;2009;Kevin Macdonald;#NOMBRE!;01/01/1970
Fifty Shades of Grey;2015;Sam Taylor-Johnson;4;21/06/2015
Bis;2015;Dominique Farrugia;6;21/06/2015
La grande bellezza;2013;Paolo Sorrentino;#NOMBRE!;01/01/1970
Kurôzu zero;2007;Takashi Miike;#NOMBRE!;01/01/1970
Wôtâ bôizu;2001;Shinobu Yaguchi;#NOMBRE!;01/01/1970
Les Yeux dans les Bleus;1998;Stéphane Meunier;#NOMBRE!;01/01/1970
The Cabin in the Woods;2012;Drew Goddard;#NOMBRE!;01/01/1970
Qian xi man po;2001;Hou Hsiao-Hsien;#NOMBRE!;01/01/1970
8 femmes;2002;François Ozon;#NOMBRE!;01/01/1970
L'Écume des jours;2013;Michel Gondry;#NOMBRE!;01/01/1970
Austin Powers: International Man of Mystery;1997;Jay Roach;#NOMBRE!;01/01/1970
Cowboys & Aliens;2011;Jon Favreau;#NOMBRE!;01/01/1970
30 Days of Night;2007;David Slade;#NOMBRE!;01/01/1970
L'Assaut;2011;Julien Leclercq;#NOMBRE!;01/01/1970
Frankenstein;1931;James Whale;#NOMBRE!;01/01/1970
Les Seigneurs;2012;Olivier Dahan;#NOMBRE!;01/01/1970
Secretary;2002;Steven Shainberg;#NOMBRE!;01/01/1970
Scream 3;2000;Wes Craven;#NOMBRE!;01/01/1970
Scream 2;1997;Wes Craven;#NOMBRE!;01/01/1970
Scream;1996;Wes Craven;#NOMBRE!;01/01/1970
Martyrs;2008;Pascal Laugier;#NOMBRE!;01/01/1970
The Descent;2005;Neil Marshall;#NOMBRE!;01/01/1970
Le Pornographe;2001;Bertrand Bonello;#NOMBRE!;01/01/1970
El día de la bestia;1995;Àlex de la Iglesia;#NOMBRE!;01/01/1970
Super Mario Bros.;1993;Annabel Jankel Rocky Morton;#NOMBRE!;01/01/1970
Wanted;2008;Timur Bekmambetov;#NOMBRE!;01/01/1970
Altitude;2010;Kaare Andrews;#NOMBRE!;01/01/1970
Man of Steel;2013;Zack Snyder;#NOMBRE!;01/01/1970
Demolition Man;1993;Marco Brambilla;#NOMBRE!;01/01/1970
Max Payne;2008;John Moore;#NOMBRE!;01/01/1970
Bad Boys;1995;Michael Bay;#NOMBRE!;01/01/1970
xXx;2002;Rob Cohen;#NOMBRE!;01/01/1970
Transformers: Revenge of the Fallen;2009;Michael Bay;#NOMBRE!;01/01/1970
Mission: Impossible III;2006;J.J. Abrams;#NOMBRE!;01/01/1970
