Title,Year,Directors,Rating10,WatchedDate
"Nothing",2003,Vincenzo Natali,NaN,1970-01-01
"The Black Dahlia",2006,Brian De Palma,NaN,1970-01-01
"Dodgeball : A True Underdog Story",2004,Rawson Marshall Thurber,NaN,1970-01-01
"The Eagle",2011,Kevin Macdonald,NaN,1970-01-01
"The Disappearance of Alice Creed",2009,J Blakeson,NaN,1970-01-01
"One Hour Photo",2002,Mark Romanek,NaN,1970-01-01
"Gone Baby Gone",2007,Ben Affleck,NaN,1970-01-01
"You Don't Mess with the Zohan",2008,Dennis Dugan,NaN,1970-01-01
"Joy Ride",2001,John Dahl,NaN,1970-01-01
"Anonymous",2011,Roland Emmerich,NaN,1970-01-01
"Adventureland",2009,Greg Mottola,NaN,1970-01-01
"The Box",2009,Richard Kelly,NaN,1970-01-01
"The Mummy Returns",2001,Stephen Sommers,NaN,1970-01-01
"Michel Vaillant",2003,Louis-Pascal Couvelaire,NaN,1970-01-01
"Lucky Luke",1991,Terence Hill,NaN,1970-01-01
"Barbecue",2014,Éric Lavaine,NaN,1970-01-01
"Hollywoo",2011,Frédéric Berthe Pascal Serieis,NaN,1970-01-01
"Eyjafjallajökull",2013,Alexandre Coffre,NaN,1970-01-01
"Sur la piste du Marsupilami",2012,Alain Chabat,NaN,1970-01-01
"Cloclo",2012,Florent-Emilio Siri,NaN,1970-01-01
"La Vérité si je mens ! 3",2012,Thomas Gilou,NaN,1970-01-01
"Largo Winch II",2011,Jérôme Salle,NaN,1970-01-01
"Bienvenue chez les Ch'tis",2008,Dany Boon,NaN,1970-01-01
"Les Bronzés 3 - Amis pour la vie",2006,Patrice Leconte,NaN,1970-01-01
"Les Gamins",2013,Anthony Marciano,NaN,1970-01-01
"Ali G Indahouse",2002,Mark Mylod,NaN,1970-01-01
"Brüno",2009,Larry Charles,NaN,1970-01-01
"The Dictator",2012,Larry Charles,NaN,1970-01-01
"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan",2006,Larry Charles,NaN,1970-01-01
"Eagle Eye",2008,D.J. Caruso,NaN,1970-01-01
"Wall Street: Money Never Sleeps",2010,Oliver Stone,NaN,1970-01-01
"Lawless",2012,John Hillcoat,NaN,1970-01-01
"La Soif de l'or",1993,Gérard Oury,NaN,1970-01-01
"Black Snake Moan",2006,Craig Brewer,NaN,1970-01-01
"Die Another Day",2002,Lee Tamahori,NaN,1970-01-01
"Tomorrow Never Dies",1997,Roger Spottiswoode,NaN,1970-01-01
"Police Academy",1984,Hugh Wilson,NaN,1970-01-01
"Shame",2011,Steve McQueen,NaN,1970-01-01
"Miami Vice",2006,Michael Mann,NaN,1970-01-01
"Wild Things",1998,John McNaughton,NaN,1970-01-01
"Fatal",2010,Michaël Youn,NaN,1970-01-01
"No Strings Attached",2011,Ivan Reitman,NaN,1970-01-01
"8 Mile",2002,Curtis Hanson,NaN,1970-01-01
"Crank",2006,Mark Neveldine Brian Taylor,NaN,1970-01-01
"Jackie Brown",1997,Quentin Tarantino,NaN,1970-01-01
"Podium",2004,Yann Moix,NaN,1970-01-01
"The World Is Not Enough",1999,Michael Apted,NaN,1970-01-01
"Thank You for Smoking",2006,Jason Reitman,NaN,1970-01-01
"Essaye-moi",2006,Pierre-François Martin-Laval,NaN,1970-01-01
"L'Autre Monde",2010,Gilles Marchand,NaN,1970-01-01
"Paulette",2012,Jérôme Enrico,NaN,1970-01-01
"Les Tuche",2011,Olivier Baroux,NaN,1970-01-01
"Samouraïs",2002,Giordano Gederlini,NaN,1970-01-01
"Coco",2009,Gad Elmaleh,NaN,1970-01-01
"L'Américain",2004,Patrick Timsit,NaN,1970-01-01
"Supercondriaque",2014,Dany Boon,NaN,1970-01-01
"Cinéman",2009,Yann Moix,NaN,1970-01-01
"Disco",2008,Fabien Onteniente,NaN,1970-01-01
"Vive la France",2013,Michaël Youn,NaN,1970-01-01
"People : Jet Set 2",2004,Fabien Onteniente,NaN,1970-01-01
"Abre los ojos",1997,Alejandro Amenábar,NaN,1970-01-01
"Inside Man",2006,Spike Lee,NaN,1970-01-01
"Ginī Piggu : Akuma no Jikken",1985,Satoru Ogura,NaN,1970-01-01
"Yi bo la beng duk",1996,Herman Yau,NaN,1970-01-01
"Carriers",2009,David Pastor Alex Pastor,NaN,1970-01-01
"Perfect Sense",2011,David Mackenzie,NaN,1970-01-01
"Honogurai mizu no soko kara",2002,Hideo Nakata,NaN,1970-01-01
"Dogville",2003,Lars von Trier,NaN,1970-01-01
"Falling Down",1993,Joel Schumacher,NaN,1970-01-01
"Liar Liar",1997,Tom Shadyac,NaN,1970-01-01
"Au nom de tous les miens",1983,Robert Enrico,NaN,1970-01-01
"Amen.",2002,Costa-Gavras,NaN,1970-01-01
"I Am Sam",2001,Jessie Nelson,NaN,1970-01-01
"Marley & Me",2008,David Frankel,NaN,1970-01-01
"West Side Story",1961,Robert Wise Jerome Robbins,NaN,1970-01-01
"Ghost",1990,Jerry Zucker,NaN,1970-01-01
"Buffalo'66",1998,Vincent Gallo,NaN,1970-01-01
"Love Story",1970,Arthur Hiller,NaN,1970-01-01
"Me Myself & Irene",2000,Peter Farrelly Bobby Farrelly,NaN,1970-01-01
"The Number 23",2007,Joel Schumacher,NaN,1970-01-01
"Date Night",2010,Shawn Levy,NaN,1970-01-01
"A Million Ways to Die in the West",2014,Seth MacFarlane,NaN,1970-01-01
"The Prodigies",2011,Antoine Charreyron,NaN,1970-01-01
"Chronicle",2012,Josh Trank,NaN,1970-01-01
"Wedding Crashers",2005,David Dobkin,NaN,1970-01-01
"Yes Man",2008,Peyton Reed,NaN,1970-01-01
"The Hangover",2009,Todd Phillips,NaN,1970-01-01
"The A-Team",2010,Joe Carnahan,NaN,1970-01-01
"The Hangover Part II",2011,Todd Phillips,NaN,1970-01-01
"The Hangover Part III",2013,Todd Phillips,NaN,1970-01-01
"Neuilly sa mère !",2009,Gabriel Julien-Laferrière,NaN,1970-01-01
"Immortel (ad vitam)",2004,Enki Bilal,NaN,1970-01-01
"The Yards",2000,James Gray,NaN,1970-01-01
"Se souvenir des belles choses",2002,Zabou Breitman,NaN,1970-01-01
"City of Angels",1998,Brad Silberling,NaN,1970-01-01
"Night at the Museum",2006,Shawn Levy,NaN,1970-01-01
"LOL (Laughing Out Loud) ®",2009,Lisa Azuelos,NaN,1970-01-01
"The King's Speech",2010,Tom Hooper,NaN,1970-01-01
"The Karate Kid",2010,Harald Zwart,NaN,1970-01-01
"The Conjuring",2013,James Wan,NaN,1970-01-01
"Don Jon",2013,Joseph Gordon-Levitt,NaN,1970-01-01
"Phone Booth",2003,Joel Schumacher,NaN,1970-01-01
"The Twilight Saga: New Moon",2009,Chris Weitz,NaN,1970-01-01
"The Twilight Saga: Eclipse",2010,David Slade,NaN,1970-01-01
"Taken",2008,Pierre Morel,NaN,1970-01-01
"Locke",2013,Steven Knight,NaN,1970-01-01
"Gurotesuku",2009,Kôji Shiraishi,NaN,1970-01-01
"La Vie de Jésus",1997,Bruno Dumont,NaN,1970-01-01
"Nid de guêpes",2002,Florent-Emilio Siri,NaN,1970-01-01
"Swimming Pool",2003,François Ozon,NaN,1970-01-01
"The Hunger Games: Catching Fire",2013,Francis Lawrence,NaN,1970-01-01
"Fortress",1993,Stuart Gordon,NaN,1970-01-01
"Land of the Dead",2005,George A. Romero,NaN,1970-01-01
"Gamer",2009,Mark Neveldine Brian Taylor,NaN,1970-01-01
"Repo Men",2010,Miguel Sapochnik,NaN,1970-01-01
"Never Let Me Go",2010,Mark Romanek,NaN,1970-01-01
"Pleasantville",1998,Gary Ross,NaN,1970-01-01
"Doomsday",2008,Neil Marshall,NaN,1970-01-01
"The 6th Day",2000,Roger Spottiswoode,NaN,1970-01-01
"Total Recall",2012,Len Wiseman,NaN,1970-01-01
"Boy A",2007,John Crowley,NaN,1970-01-01
"Polisse",2011,Maïwenn,NaN,1970-01-01
"Romance",1999,Catherine Breillat,NaN,1970-01-01
"Les Garçons et Guillaume à table !",2013,Guillaume Gallienne,NaN,1970-01-01
"Tamara Drewe",2010,Stephen Frears,NaN,1970-01-01
"Tout ce qui brille",2010,Hervé Mimran Géraldine Nakache,NaN,1970-01-01
"Kaboom",2010,Gregg Araki,NaN,1970-01-01
"The Life Aquatic With Steve Zissou",2004,Wes Anderson,NaN,1970-01-01
"L'Esquive",2004,Abdellatif Kechiche,NaN,1970-01-01
"Little Miss Sunshine",2006,Jonathan Dayton Valerie Faris,NaN,1970-01-01
"Le Petit Criminel",1990,Jacques Doillon,NaN,1970-01-01
"On connaît la chanson",1997,Alain Resnais,NaN,1970-01-01
"Holy Motors",2012,Leos Carax,NaN,1970-01-01
"L'amour dure trois ans",2012,Frédéric Beigbeder,NaN,1970-01-01
"Point Break",1991,Kathryn Bigelow,NaN,1970-01-01
"The Animatrix",2003,Peter Chung Andrew R. Jones Yoshiaki Kawajiri Takeshi Koike Mahiro Maeda Koji Morimoto Shinichirô Watanabe,NaN,1970-01-01
"The Day the Earth Stood Still",2008,Scott Derrickson,NaN,1970-01-01
"Coco avant Chanel",2009,Anne Fontaine,NaN,1970-01-01
"The Island",2005,Michael Bay,NaN,1970-01-01
"Transformers: Dark of the Moon",2011,Michael Bay,NaN,1970-01-01
"Pain & Gain",2013,Michael Bay,NaN,1970-01-01
"Transformers: Age of Extinction",2014,Michael Bay,NaN,1970-01-01
"Chacun cherche son chat",1996,Cédric Klapisch,NaN,1970-01-01
"Peut-être",1999,Cédric Klapisch,NaN,1970-01-01
"L'Auberge espagnole",2002,Cédric Klapisch,NaN,1970-01-01
"Ni pour ni contre (bien au contraire)",2003,Cédric Klapisch,NaN,1970-01-01
"Casse-tête chinois",2013,Cédric Klapisch,NaN,1970-01-01
"Tellement proches",2009,Olivier Nakache Eric Toledano,NaN,1970-01-01
"Milk",2009,Gus Van Sant,NaN,1970-01-01
"Blow",2001,Ted Demme,NaN,1970-01-01
"The Royal Tenenbaums",2001,Wes Anderson,NaN,1970-01-01
"American History X",1998,Tony Kaye,NaN,1970-01-01
"Clueless",1995,Amy Heckerling,NaN,1970-01-01
"Valentine's Day",2010,Garry Marshall,NaN,1970-01-01
"The Ugly Truth",2009,Robert Luketic,NaN,1970-01-01
"Seeking a Friend for the End of the World",2012,Lorene Scafaria,NaN,1970-01-01
"Young Adult",2011,Jason Reitman,NaN,1970-01-01
"La Fille sur le pont",1999,Patrice Leconte,NaN,1970-01-01
"Cruel Intentions",1999,Roger Kumble,NaN,1970-01-01
"Sex and the City",2008,Michael Patrick King,NaN,1970-01-01
"La Boum 2",1982,Claude Pinoteau,NaN,1970-01-01
"La Boum",1980,Claude Pinoteau,NaN,1970-01-01
"Freaky Friday",2003,Mark Waters,NaN,1970-01-01
"Mamma Mia! The Movie",2008,Phyllida Lloyd,NaN,1970-01-01
"Les Poupées russes",2005,Cédric Klapisch,NaN,1970-01-01
"Punch-Drunk Love",2002,Paul Thomas Anderson,NaN,1970-01-01
"Moulin Rouge!",2001,Baz Luhrmann,NaN,1970-01-01
"Pénélope",2008,Mark Palansky,NaN,1970-01-01
"Closer",2004,Mike Nichols,NaN,1970-01-01
"There's Something About Mary",1998,Bobby Farrelly Peter Farrelly,NaN,1970-01-01
"Friends with Benefits",2011,Will Gluck,NaN,1970-01-01
"20 ans d'écart",2013,David Moreau,NaN,1970-01-01
"Garden State",2004,Zach Braff,NaN,1970-01-01
"50 First Dates",2004,Peter Segal,NaN,1970-01-01
"Silver Linings Playbook",2012,David O. Russell,NaN,1970-01-01
"(500) Days of Summer",2009,Marc Webb,NaN,1970-01-01
"When Harry Met Sally",1989,Rob Reiner,NaN,1970-01-01
"True Crime",1999,Clint Eastwood,NaN,1970-01-01
"Space Cowboys",2000,Clint Eastwood,NaN,1970-01-01
"Blood Work",2002,Clint Eastwood,NaN,1970-01-01
"Mystic River",2003,Clint Eastwood,NaN,1970-01-01
"Changeling",2008,Clint Eastwood,NaN,1970-01-01
"Spring Breakers",2013,Harmony Korine,NaN,1970-01-01
"Apt Pupil",1998,Bryan Singer,NaN,1970-01-01
"Superman Returns",2006,Bryan Singer,NaN,1970-01-01
"S1m0ne",2002,Andrew Niccol,NaN,1970-01-01
"Lord of War",2005,Andrew Niccol,NaN,1970-01-01
"In Time",2011,Andrew Niccol,NaN,1970-01-01
"Wallace and Gromit: A Grand Day Out",1989,Nick Park,NaN,1970-01-01
"Wallace and Gromit: A Close Shave",1995,Nick Park,NaN,1970-01-01
"Wallace and Gromit: The Curse of the Were-Rabbit",2005,Nick Park Steve Box,NaN,1970-01-01
"The Englishman Who Went Up a Hill But Came Down a Mountain",1995,Christopher Monger,NaN,1970-01-01
"Notting Hill",1999,Roger Michell,NaN,1970-01-01
"Bridget Jones's Diary",2001,Sharon Maguire,NaN,1970-01-01
"Music and Lyrics",2007,Marc Lawrence,NaN,1970-01-01
"The Pirates ! Band of Misfits",2012,Peter Lord Jeff Newitt,NaN,1970-01-01
"Four Weddings and a Funeral",1994,Mike Newell,NaN,1970-01-01
"16 ans ou presque",2013,Tristan Séguéla,NaN,1970-01-01
"Papa ou Maman",2015,Martin Bourboulon,6,2015-06-14
"Ma femme est une actrice",2001,Yvan Attal,NaN,1970-01-01
"Ne le dis à personne",2006,Guillaume Canet,NaN,1970-01-01
"Sans arme ni haine ni violence",2008,Jean-Paul Rouve,NaN,1970-01-01
"Ma part du gâteau",2011,Cédric Klapisch,NaN,1970-01-01
"JC comme Jésus Christ",2012,Jonathan Zaccaï,NaN,1970-01-01
"Narco",2004,Tristan Aurouet Gilles Lellouche,NaN,1970-01-01
"Ah ! Si j'étais riche",2002,Gérard Bitton Michel Munz,NaN,1970-01-01
"Mariages !",2004,Valérie Guignabodet,NaN,1970-01-01
"Brice de Nice",2005,James Huth,NaN,1970-01-01
"Contre-Enquête",2007,Franck Mancuso,NaN,1970-01-01
"Hellphone",2007,James Huth,NaN,1970-01-01
"9 Mois ferme",2013,Albert Dupontel,NaN,1970-01-01
"99 Francs",2007,Jan Kounen,NaN,1970-01-01
"The Girl Next Door",2004,Luke Greenfield,NaN,1970-01-01
"Taxi",1998,Gérard Pirès,NaN,1970-01-01
"Taxi 2",2000,Gérard Krawczyk,NaN,1970-01-01
"Les Jolies Choses",2001,Gilles Paquet-Brenner,NaN,1970-01-01
"Taxi 3",2003,Gérard Krawczyk,NaN,1970-01-01
"Jeux d'enfants",2003,Yann Samuell,NaN,1970-01-01
"La Môme",2007,Olivier Dahan,NaN,1970-01-01
"Public Enemies",2009,Michael Mann,NaN,1970-01-01
"Les Petits Mouchoirs",2010,Guillaume Canet,NaN,1970-01-01
"The Immigrant",2014,James Gray,NaN,1970-01-01
"De rouille et d'os",2012,Jacques Audiard,NaN,1970-01-01
"Assassin(s)",1997,Mathieu Kassovitz,NaN,1970-01-01
"Babylon A.D.",2008,Mathieu Kassovitz,NaN,1970-01-01
"Gothika",2003,Mathieu Kassovitz,NaN,1970-01-01
"Ringu",1998,Hideo Nakata,NaN,1970-01-01
"A History of Violence",2005,David Cronenberg,NaN,1970-01-01
"Le Bruit des glaçons",2010,Bertrand Blier,NaN,1970-01-01
"La Guerre des boutons",1962,Yves Robert,NaN,1970-01-01
"Le Fabuleux Destin d'Amélie Poulain",2001,Jean-Pierre Jeunet,NaN,1970-01-01
"Un long dimanche de fiançailles",2004,Jean-Pierre Jeunet,NaN,1970-01-01
"The Artist",2011,Michel Hazanavicius,NaN,1970-01-01
"Whip It",2010,Drew Barrymore,NaN,1970-01-01
"La vie est un long fleuve tranquille",1988,Étienne Chatiliez,NaN,1970-01-01
"Gangster Squad",2013,Ruben Fleischer,NaN,1970-01-01
"Flickan som lekte med elden",2009,Daniel Alfredson,NaN,1970-01-01
"Les Choristes",2004,Christophe Barratier,NaN,1970-01-01
"Detachment",2011,Tony Kaye,NaN,1970-01-01
"P.R.O.F.S.",1985,Patrick Schulmann,NaN,1970-01-01
"Le Maître d'école",1981,Claude Berri,NaN,1970-01-01
"Die Welle",2008,Dennis Gansel,NaN,1970-01-01
"Cyprien",2009,David Charhon,NaN,1970-01-01
"La Cage dorée",2013,Ruben Alvès,NaN,1970-01-01
"Midnight Express",1978,Alan Parker,NaN,1970-01-01
"Red State",2011,Kevin Smith,NaN,1970-01-01
"The Sum of All Fears",2002,Phil Alden Robinson,NaN,1970-01-01
"Changing Lanes",2002,Roger Michell,NaN,1970-01-01
"Fahrenheit 911",2004,Michael Moore,NaN,1970-01-01
"Hollywoodland",2006,Allen Coulter,NaN,1970-01-01
"The Town",2010,Ben Affleck,NaN,1970-01-01
"Argo",2012,Ben Affleck,NaN,1970-01-01
"Good Will Hunting",1997,Gus Van Sant,NaN,1970-01-01
"Rounders",1998,John Dahl,NaN,1970-01-01
"Dogma",1999,Kevin Smith,NaN,1970-01-01
"The Legend of Bagger Vance",2000,Robert Redford,NaN,1970-01-01
"Finding Forrester",2000,Gus Van Sant,NaN,1970-01-01
"The Bourne Identity",2002,Doug Liman,NaN,1970-01-01
"Spirit: Stallion of the Cimarron",2002,Kelly Asbury Lorna Cook,NaN,1970-01-01
"Jay and Silent Bob Strike Back",2001,Kevin Smith,NaN,1970-01-01
"The Bourne Supremacy",2004,Paul Greengrass,NaN,1970-01-01
"The Bourne Ultimatum",2007,Paul Greengrass,NaN,1970-01-01
"Hereafter",2010,Clint Eastwood,NaN,1970-01-01
"The Adjustment Bureau",2011,George Nolfi,NaN,1970-01-01
"We Bought a Zoo",2011,Cameron Crowe,NaN,1970-01-01
"The Monuments Men",2014,George Clooney,NaN,1970-01-01
"The Devil's Own",1997,Alan J. Pakula,NaN,1970-01-01
"Meet Joe Black",1998,Martin Brest,NaN,1970-01-01
"Spy Game",2001,Tony Scott,NaN,1970-01-01
"Troy",2004,Wolfgang Petersen,NaN,1970-01-01
"Mr. & Mrs. Smith",2005,Doug Liman,NaN,1970-01-01
"Moneyball",2011,Bennett Miller,NaN,1970-01-01
"Traffic",2000,Steven Soderbergh,NaN,1970-01-01
"Ocean's Twelve",2004,Steven Soderbergh,NaN,1970-01-01
"Ocean's Thirteen",2007,Steven Soderbergh,NaN,1970-01-01
"The Informant!",2009,Steven Soderbergh,NaN,1970-01-01
"Side Effects",2013,Steven Soderbergh,NaN,1970-01-01
"Erin Brockovich",2000,Steven Soderbergh,NaN,1970-01-01
"The Life of David Gale",2003,Alan Parker,NaN,1970-01-01
"In the Name of the Father",1993,Jim Sheridan,NaN,1970-01-01
"Superman",1978,Richard Donner,NaN,1970-01-01
"Lethal Weapon 2",1989,Richard Donner,NaN,1970-01-01
"Les Rivières pourpres",2000,Mathieu Kassovitz,NaN,1970-01-01
"The Other Guys",2010,Adam McKay,NaN,1970-01-01
"Rush Hour",1998,Brett Ratner,NaN,1970-01-01
"21 Jump Street",2012,Phil Lord Christopher Miller,NaN,1970-01-01
"Mais qui a tué Pamela Rose ?",2003,Éric Lartigau,NaN,1970-01-01
"Prête-moi ta main",2006,Éric Lartigau,NaN,1970-01-01
"Didier",1997,Alain Chabat,NaN,1970-01-01
"Blue Valentine",2010,Derek Cianfrance,NaN,1970-01-01
"You Me and Dupree",2006,Anthony Russo Joe Russo,NaN,1970-01-01
"The 40 Year Old Virgin",2005,Judd Apatow,NaN,1970-01-01
"Knocked Up",2007,Judd Apatow,NaN,1970-01-01
"Zack and Miri Make a Porno",2008,Kevin Smith,NaN,1970-01-01
"Funny People",2009,Judd Apatow,NaN,1970-01-01
"The Green Hornet",2011,Michel Gondry,NaN,1970-01-01
"5050",2011,Jonathan Levine,NaN,1970-01-01
"This Is the End",2013,Seth Rogen Evan Goldberg,NaN,1970-01-01
"Neighbors",2014,Nicholas Stoller,NaN,1970-01-01
"The Interview",2014,Seth Rogen Evan Goldberg,NaN,1970-01-01
"The Cable Guy",1996,Ben Stiller,NaN,1970-01-01
"High Fidelity",2000,Stephen Frears,NaN,1970-01-01
"School of Rock",2003,Richard Linklater,NaN,1970-01-01
"Be Kind Rewind",2008,Michel Gondry,NaN,1970-01-01
"Year One",2009,Harold Ramis,NaN,1970-01-01
"Tootsie",1982,Sydney Pollack,NaN,1970-01-01
"Dick Tracy",1990,Warren Beatty,NaN,1970-01-01
"Hero",1992,Stephen Frears,NaN,1970-01-01
"Little Fockers",2010,Paul Weitz,NaN,1970-01-01
"Young Sherlock Holmes",1985,Barry Levinson,NaN,1970-01-01
"Sphere",1998,Barry Levinson,NaN,1970-01-01
"Wag the Dog",1997,Barry Levinson,NaN,1970-01-01
"Small Soldiers",1998,Joe Dante,NaN,1970-01-01
"Bring It On",2000,Peyton Reed,NaN,1970-01-01
"CrazyBeautiful",2001,John Stockwell,NaN,1970-01-01
"Elizabethtown",2005,Cameron Crowe,NaN,1970-01-01
"Upside Down",2012,Juan Solanas,NaN,1970-01-01
"The Two Faces of January",2014,Hossein Amini,NaN,1970-01-01
"Wimbledon",2004,Richard Loncraine,NaN,1970-01-01
"The Untouchables",1987,Brian De Palma,NaN,1970-01-01
"Cecil B. DeMented",2000,John Waters,NaN,1970-01-01
"40 Days and 40 Nights",2002,Michael Lehmann,NaN,1970-01-01
"Adaptation.",2002,Spike Jonze,NaN,1970-01-01
"Confessions of a Dangerous Mind",2002,George Clooney,NaN,1970-01-01
"Mona Lisa Smile",2003,Mike Newell,NaN,1970-01-01
"World Trade Center",2006,Oliver Stone,NaN,1970-01-01
"White House Down",2013,Roland Emmerich,NaN,1970-01-01
"Brokeback Mountain",2005,Ang Lee,NaN,1970-01-01
"Brothers",2009,Jim Sheridan,NaN,1970-01-01
"Prince of Persia: The Sands of Time",2010,Mike Newell,NaN,1970-01-01
"Love and Other Drugs",2010,Edward Zwick,NaN,1970-01-01
"The Color of Money",1986,Martin Scorsese,NaN,1970-01-01
"Cocktail",1988,Roger Donaldson,NaN,1970-01-01
"Rain Man",1988,Barry Levinson,NaN,1970-01-01
"Days of Thunder",1990,Tony Scott,NaN,1970-01-01
"The Firm",1993,Sydney Pollack,NaN,1970-01-01
"Interview with the Vampire: The Vampire Chronicles",1994,Neil Jordan,NaN,1970-01-01
"The Last Samurai",2003,Edward Zwick,NaN,1970-01-01
"Valkyrie",2008,Bryan Singer,NaN,1970-01-01
"Mission: Impossible - Ghost Protocol",2011,Brad Bird,NaN,1970-01-01
"Jack Reacher",2012,Christopher McQuarrie,NaN,1970-01-01
"Cocoon",1985,Ron Howard,NaN,1970-01-01
"Backdraft",1991,Ron Howard,NaN,1970-01-01
"Rush",2013,Ron Howard,NaN,1970-01-01
"State of Play",2009,Kevin Macdonald,NaN,1970-01-01
"Fifty Shades of Grey",2015,Sam Taylor-Johnson,4,2015-06-21
"Bis",2015,Dominique Farrugia,6,2015-06-21
"La grande bellezza",2013,Paolo Sorrentino,NaN,1970-01-01
"Kurôzu zero",2007,Takashi Miike,NaN,1970-01-01
"Wôtâ bôizu",2001,Shinobu Yaguchi,NaN,1970-01-01
"Les Yeux dans les Bleus",1998,Stéphane Meunier,NaN,1970-01-01
"The Cabin in the Woods",2012,Drew Goddard,NaN,1970-01-01
"Qian xi man po",2001,Hou Hsiao-Hsien,NaN,1970-01-01
"8 femmes",2002,François Ozon,NaN,1970-01-01
"L'Écume des jours",2013,Michel Gondry,NaN,1970-01-01
"Austin Powers: International Man of Mystery",1997,Jay Roach,NaN,1970-01-01
"Cowboys & Aliens",2011,Jon Favreau,NaN,1970-01-01
"30 Days of Night",2007,David Slade,NaN,1970-01-01
"L'Assaut",2011,Julien Leclercq,NaN,1970-01-01
"Frankenstein",1931,James Whale,NaN,1970-01-01
"Les Seigneurs",2012,Olivier Dahan,NaN,1970-01-01
"Secretary",2002,Steven Shainberg,NaN,1970-01-01
"Scream 3",2000,Wes Craven,NaN,1970-01-01
"Scream 2",1997,Wes Craven,NaN,1970-01-01
"Scream",1996,Wes Craven,NaN,1970-01-01
"Martyrs",2008,Pascal Laugier,NaN,1970-01-01
"The Descent",2005,Neil Marshall,NaN,1970-01-01
"Le Pornographe",2001,Bertrand Bonello,NaN,1970-01-01
"El día de la bestia",1995,Àlex de la Iglesia,NaN,1970-01-01
"Super Mario Bros.",1993,Annabel Jankel Rocky Morton,NaN,1970-01-01
"Wanted",2008,Timur Bekmambetov,NaN,1970-01-01
"Altitude",2010,Kaare Andrews,NaN,1970-01-01
"Man of Steel",2013,Zack Snyder,NaN,1970-01-01
"Demolition Man",1993,Marco Brambilla,NaN,1970-01-01
"Max Payne",2008,John Moore,NaN,1970-01-01
"Bad Boys",1995,Michael Bay,NaN,1970-01-01
"xXx",2002,Rob Cohen,NaN,1970-01-01
"Transformers: Revenge of the Fallen",2009,Michael Bay,NaN,1970-01-01
"Mission: Impossible III",2006,J.J. Abrams,NaN,1970-01-01
"Teenage Mutant Ninja Turtles",2014,Jonathan Liebesman,NaN,1970-01-01
"Jack Ryan: Shadow Recruit",2014,Kenneth Branagh,NaN,1970-01-01
"Sucker Punch",2011,Zack Snyder,NaN,1970-01-01
"Battle Los Angeles",2011,Jonathan Liebesman,NaN,1970-01-01
"G.I. Joe: Rise of Cobra",2009,Stephen Sommers,NaN,1970-01-01
"X-Men Origins : Wolverine",2009,Gavin Hood,NaN,1970-01-01
"Transformers",2007,Michael Bay,NaN,1970-01-01
"Rambo",2008,Sylvester Stallone,NaN,1970-01-01
"Largo Winch",2008,Jérôme Salle,NaN,1970-01-01
"Gran Torino",2008,Clint Eastwood,NaN,1970-01-01
"A Perfect World",1993,Clint Eastwood,NaN,1970-01-01
"Look Who's Talking",1989,Amy Heckerling,NaN,1970-01-01
"Die Hard 2",1990,Renny Harlin,NaN,2016-02-12
"Look Who's Talking Too",1990,Amy Heckerling,NaN,1970-01-01
"Hudson Hawk",1991,Michael Lehmann,NaN,1970-01-01
"Last Man Standing",1996,Walter Hill,NaN,1970-01-01
"Beavis and Butt-Head Do America",1997,Yvette Kaplan Mike Judge,NaN,1970-01-01
"The Jackal",1997,Michael Caton-Jones,NaN,1970-01-01
"Mercury Rising",1998,Harold Becker,NaN,1970-01-01
"Armageddon",1998,Michael Bay,NaN,1970-01-01
"The Whole Nine Yards",2000,Jonathan Lynn,NaN,1970-01-01
"Bandits",2001,Barry Levinson,NaN,1970-01-01
"Hart's War",2002,Gregory Hoblit,NaN,1970-01-01
"Hostage",2005,Florent-Emilio Siri,NaN,1970-01-01
"Fast Food Nation",2006,Richard Linklater,NaN,1970-01-01
"Alpha Dog",2007,Nick Cassavetes,NaN,1970-01-01
"Surrogates",2009,Jonathan Mostow,NaN,1970-01-01
"RED",2010,Robert Schwentke,NaN,1970-01-01
"A Good Day to Die Hard",2013,John Moore,NaN,1970-01-01
"Rollerball",2002,John McTiernan,NaN,1970-01-01
"Basic",2003,John McTiernan,NaN,1970-01-01
"Tinker Tailor Soldier Spy",2011,Tomas Alfredson,NaN,1970-01-01
"K-19: The Widowmaker",2002,Kathryn Bigelow,NaN,1970-01-01
"The Hunt for Red October",1990,John McTiernan,NaN,1970-01-01
"X2",2003,Bryan Singer,NaN,1970-01-01
"Blade",1998,Stephen Norrington,NaN,1970-01-01
"X-Men: The Last Stand",2006,Brett Ratner,NaN,1970-01-01
"Hulk",2003,Ang Lee,NaN,1970-01-01
"Blade II",2002,Guillermo del Toro,NaN,1970-01-01
"Iron Man 2",2010,Jon Favreau,NaN,1970-01-01
"Thor",2011,Kenneth Branagh,NaN,1970-01-01
"The Amazing Spider-Man",2012,Marc Webb,NaN,1970-01-01
"Thor: The Dark World",2013,Alan Taylor,NaN,1970-01-01
"Captain America: The First Avenger",2011,Joe Johnston,NaN,1970-01-01
"Iron Man 3",2013,Shane Black,NaN,1970-01-01
"Spider-Man",2002,Sam Raimi,NaN,1970-01-01
"Spider-Man 2",2004,Sam Raimi,NaN,1970-01-01
"Iron Man",2008,Jon Favreau,NaN,1970-01-01
